Period,Ax,Bx,Gap,Au,Lam,Actual,Predicted
950.0,155.0,275.0,220.0,90.0,0.64,3.7e-10,3.418636151065253e-10
950.0,135.0,295.0,420.0,130.0,0.638,-2.18e-10,-2.0553100227976637e-10
950.0,195.0,295.0,220.0,70.0,0.64,3.17e-11,3.14551278538466e-11
950.0,195.0,235.0,270.0,50.0,0.632,-3.66e-12,1.629948725688877e-11
950.0,195.0,315.0,370.0,110.0,0.64,-8.940000000000001e-11,-1.199513281765612e-10
950.0,155.0,335.0,170.0,150.0,0.638,6.52e-10,6.466100434848796e-10
950.0,135.0,335.0,370.0,150.0,0.636,-3.7300000000000006e-10,-3.2916375479040345e-10
950.0,175.0,315.0,270.0,130.0,0.634,-4.81e-10,-4.54161059648214e-10
950.0,175.0,215.0,220.0,130.0,0.64,2.0399999999999997e-10,1.8320414379423444e-10
950.0,155.0,315.0,70.0,90.0,0.636,4.88e-11,1.6815074186344243e-11
950.0,175.0,215.0,220.0,50.0,0.642,1.5600000000000003e-10,1.9470115376967028e-10
950.0,195.0,215.0,120.0,90.0,0.638,2.95e-12,1.3797656821965096e-11
950.0,195.0,275.0,270.0,150.0,0.642,-2.52e-10,-2.187668605669817e-10
950.0,175.0,335.0,320.0,70.0,0.638,-1.18e-10,-1.2249224678984868e-10
950.0,115.0,315.0,420.0,110.0,0.634,-2.7e-10,-2.505979648495979e-10
950.0,135.0,215.0,270.0,150.0,0.634,2.32e-10,2.072852456359474e-10
950.0,135.0,235.0,420.0,50.0,0.632,3.12e-10,2.8668413201827234e-10
950.0,155.0,255.0,70.0,90.0,0.636,-2.98e-11,-2.5585240245734678e-11
950.0,155.0,235.0,170.0,130.0,0.634,3.1e-10,3.361785771550542e-10
950.0,175.0,235.0,420.0,130.0,0.64,-1.19e-10,-1.3339520413733005e-10
950.0,195.0,335.0,20.0,150.0,0.642,1.9200000000000002e-11,-1.5147680828147828e-11
950.0,195.0,235.0,270.0,90.0,0.636,-2.3399999999999998e-11,-1.7790988081235882e-11
950.0,155.0,295.0,170.0,70.0,0.632,2.52e-10,2.5023219362734137e-10
950.0,195.0,235.0,70.0,50.0,0.638,-9.879999999999998e-11,-7.610395884389359e-11
950.0,175.0,235.0,70.0,110.0,0.632,-2.24e-11,-1.840370243819944e-11
950.0,135.0,255.0,20.0,110.0,0.634,-1.04e-11,-2.6648578638856854e-11
950.0,155.0,315.0,220.0,110.0,0.64,3.24e-10,2.923608392296346e-10
950.0,175.0,235.0,170.0,130.0,0.632,2.3e-10,2.5922958458558453e-10
950.0,195.0,295.0,220.0,70.0,0.634,5.529999999999999e-11,3.083750053784611e-11
950.0,155.0,295.0,270.0,90.0,0.64,-2.4e-10,-2.082159965502282e-10
950.0,135.0,335.0,370.0,70.0,0.634,-2.74e-10,-2.9675585213277456e-10
950.0,155.0,235.0,170.0,90.0,0.634,1.91e-10,1.987713946363159e-10
950.0,155.0,335.0,170.0,50.0,0.642,2.33e-10,2.3312686860175986e-10
950.0,195.0,235.0,170.0,70.0,0.638,1.4e-13,-3.255795946425281e-11
950.0,155.0,255.0,420.0,90.0,0.64,-1.92e-10,-1.8999858534955494e-10
950.0,175.0,295.0,270.0,50.0,0.638,-6.58e-12,1.8092046570396813e-11
950.0,175.0,235.0,70.0,50.0,0.636,-1.85e-10,-1.683764063050806e-10
950.0,135.0,255.0,220.0,110.0,0.638,5.67e-10,5.351047419195476e-10
950.0,135.0,335.0,20.0,90.0,0.64,2.1999999999999995e-11,2.3216459266356832e-11
950.0,175.0,215.0,170.0,90.0,0.634,5.03e-11,5.370981780459562e-11
950.0,195.0,315.0,170.0,70.0,0.636,1.85e-10,1.937130842569835e-10
950.0,135.0,255.0,20.0,110.0,0.642,-1.71e-12,1.402873230671088e-11
950.0,175.0,275.0,270.0,110.0,0.634,-2.0500000000000002e-10,-1.8883203887110334e-10
950.0,195.0,315.0,220.0,150.0,0.642,6.169999999999999e-13,-1.2373855644133387e-11
950.0,155.0,335.0,170.0,70.0,0.638,3.25e-10,2.8066150291124294e-10
950.0,175.0,295.0,70.0,110.0,0.64,8.49e-11,6.160803531031703e-11
950.0,195.0,315.0,120.0,110.0,0.632,2.48e-10,2.9224310567336353e-10
950.0,155.0,315.0,70.0,110.0,0.636,9.480000000000001e-11,6.221168593291652e-11
950.0,135.0,255.0,20.0,150.0,0.634,-1.900000000000001e-13,-4.282800215532702e-12
950.0,155.0,275.0,370.0,130.0,0.64,-4.22e-10,-4.54134433755761e-10
950.0,155.0,295.0,320.0,50.0,0.638,3.27e-11,5.632694764795165e-11
950.0,155.0,315.0,420.0,150.0,0.636,-8.31e-11,-6.332812245179356e-11
950.0,115.0,315.0,170.0,70.0,0.636,6.94e-10,6.819017843010822e-10
950.0,135.0,275.0,320.0,130.0,0.632,-6.48e-10,-6.269624128274855e-10
950.0,135.0,255.0,120.0,110.0,0.632,1.5000000000000002e-10,1.720476523010698e-10
950.0,115.0,315.0,320.0,90.0,0.632,-8.970000000000001e-10,-8.972581814237867e-10
950.0,175.0,295.0,20.0,70.0,0.632,-8.16e-11,-8.837088531983431e-11
950.0,195.0,315.0,220.0,150.0,0.634,1.02e-12,-2.600807834002587e-11
950.0,155.0,215.0,320.0,130.0,0.634,-1.71e-10,-1.666376218843132e-10
950.0,195.0,215.0,120.0,130.0,0.64,3.94e-11,6.09481163738114e-11
950.0,195.0,335.0,70.0,130.0,0.636,1.14e-10,8.35729537770653e-11
950.0,195.0,275.0,20.0,50.0,0.64,-3.18e-11,1.789891507987642e-12
950.0,155.0,315.0,370.0,70.0,0.636,-7.66e-11,-9.320919670521053e-11
950.0,195.0,335.0,420.0,150.0,0.642,2.98e-10,2.1219747946712401e-10
950.0,195.0,295.0,320.0,50.0,0.642,1.18e-10,1.401535149246796e-10
950.0,155.0,215.0,220.0,90.0,0.634,1.5399999999999999e-10,1.5054517091390246e-10
950.0,195.0,235.0,20.0,90.0,0.632,-2.8999999999999997e-11,-1.8799185884674813e-11
950.0,195.0,235.0,420.0,90.0,0.638,4.75e-12,-9.13593521303171e-12
950.0,175.0,215.0,70.0,70.0,0.636,-1.0799999999999999e-10,-8.02101636816254e-11
950.0,135.0,255.0,20.0,70.0,0.638,-4.03e-11,-7.277542125573919e-11
950.0,195.0,315.0,320.0,50.0,0.64,4.62e-11,1.0280127326189844e-10
950.0,155.0,275.0,120.0,110.0,0.632,1.89e-10,2.0103270820724722e-10
950.0,135.0,295.0,270.0,110.0,0.642,-1.68e-10,-1.5097472367001802e-10
950.0,115.0,295.0,370.0,130.0,0.642,-7.479999999999999e-10,-7.947444817889339e-10
950.0,175.0,315.0,370.0,90.0,0.636,-8.26e-11,-9.237511362904528e-11
950.0,155.0,315.0,20.0,70.0,0.642,-4.27e-11,-1.301506603223871e-10
950.0,195.0,255.0,320.0,90.0,0.638,-1.46e-10,-1.20762579548968e-10
950.0,115.0,295.0,120.0,70.0,0.64,3.5399999999999997e-10,3.9667720592018325e-10
950.0,175.0,275.0,320.0,110.0,0.636,-3.99e-10,-3.935123887153462e-10
950.0,135.0,275.0,370.0,150.0,0.632,-5.78e-10,-6.218515484161278e-10
950.0,155.0,255.0,420.0,130.0,0.638,-1.87e-10,-1.961328447888043e-10
950.0,195.0,255.0,420.0,90.0,0.64,-3.03e-11,-3.3199408613644874e-11
950.0,195.0,275.0,320.0,110.0,0.642,-3.47e-10,-3.514809380029099e-10
950.0,195.0,315.0,220.0,90.0,0.632,1.75e-12,-2.0539600728412975e-11
950.0,195.0,335.0,170.0,50.0,0.642,3.76e-10,1.8879683186887186e-10
950.0,175.0,335.0,320.0,50.0,0.636,-2.85e-11,-5.667491914254721e-11
950.0,115.0,315.0,20.0,150.0,0.638,1.4700000000000005e-11,4.629322020495793e-11
950.0,155.0,335.0,320.0,90.0,0.64,-4.73e-10,-5.284212891940895e-10
950.0,175.0,295.0,420.0,70.0,0.642,1.16e-10,8.287285293692217e-11
950.0,135.0,315.0,220.0,50.0,0.634,9.79e-11,9.520521940017437e-11
950.0,155.0,295.0,170.0,150.0,0.634,6.07e-10,6.328892024263089e-10
950.0,115.0,335.0,320.0,150.0,0.636,-9.09e-10,-9.49988681769244e-10
950.0,135.0,335.0,270.0,150.0,0.634,-5.94e-10,-5.398818666831803e-10
950.0,155.0,255.0,370.0,150.0,0.632,-4.13e-10,-4.3996551328462077e-10
950.0,135.0,255.0,270.0,150.0,0.636,1.41e-10,1.1758817912522268e-10
950.0,155.0,295.0,70.0,150.0,0.642,1.0100000000000001e-10,7.439959390771904e-11
950.0,135.0,315.0,20.0,50.0,0.638,-1.04e-10,-1.3597128608821556e-10
950.0,135.0,295.0,220.0,70.0,0.64,3.04e-10,2.5663471263514867e-10
950.0,195.0,255.0,70.0,110.0,0.64,3.54e-11,1.328586299783859e-11
950.0,155.0,235.0,20.0,50.0,0.638,-8.44e-11,-8.109054417557787e-11
950.0,135.0,275.0,170.0,110.0,0.638,5.94e-10,6.218793282872079e-10
950.0,135.0,335.0,170.0,110.0,0.634,8.06e-10,8.40431760468598e-10
950.0,155.0,315.0,220.0,90.0,0.64,2.74e-10,2.409643341004156e-10
950.0,195.0,235.0,170.0,50.0,0.64,-4.65e-11,5.136861313580651e-11
950.0,195.0,275.0,370.0,70.0,0.638,2.8200000000000003e-11,5.455962659621103e-11
950.0,115.0,315.0,170.0,150.0,0.64,8.13e-10,8.439426004299723e-10
950.0,155.0,295.0,120.0,130.0,0.64,3.18e-10,3.095929606093346e-10
950.0,195.0,275.0,70.0,50.0,0.64,-7.15e-11,-1.408403968972531e-10
950.0,135.0,315.0,420.0,70.0,0.642,6.23e-11,2.9760309021265825e-11
950.0,155.0,235.0,120.0,110.0,0.634,9.07e-11,1.0579026153419809e-10
950.0,175.0,295.0,170.0,70.0,0.636,1.66e-10,1.830766851604439e-10
950.0,115.0,335.0,220.0,90.0,0.632,6.47e-10,5.734002756443065e-10
950.0,155.0,215.0,270.0,50.0,0.636,-3.39e-11,-2.4577727371297874e-11
950.0,135.0,235.0,320.0,90.0,0.632,-2e-10,-2.1702912524170448e-10
950.0,135.0,315.0,120.0,90.0,0.634,3.74e-10,3.6114550961964803e-10
950.0,195.0,255.0,70.0,90.0,0.638,-2.57e-11,-3.360162333020308e-11
950.0,155.0,275.0,20.0,130.0,0.636,-2.11e-12,1.442139562916544e-13
950.0,115.0,295.0,370.0,130.0,0.634,-7.479999999999999e-10,-7.6030987880173e-10
950.0,115.0,315.0,320.0,90.0,0.634,-8.82e-10,-8.934603610740872e-10
950.0,195.0,235.0,320.0,150.0,0.636,-1.9799999999999996e-10,-1.6984139945107774e-10
950.0,135.0,215.0,270.0,130.0,0.64,2.32e-10,2.1549375453573157e-10
950.0,155.0,215.0,370.0,50.0,0.642,-2.6e-10,-2.307951174991705e-10
950.0,115.0,295.0,320.0,90.0,0.64,-6.89e-10,-6.501946033255573e-10
950.0,135.0,335.0,270.0,50.0,0.638,-6.45e-11,-1.9859365033445806e-11
950.0,155.0,215.0,20.0,90.0,0.64,6.18e-12,4.106956546720017e-12
950.0,155.0,315.0,370.0,130.0,0.636,-3e-10,-2.918845629073591e-10
950.0,135.0,255.0,320.0,50.0,0.642,-6.97e-11,-7.985381360405393e-11
950.0,135.0,235.0,120.0,150.0,0.64,1.5500000000000003e-10,1.6144695279630963e-10
950.0,175.0,315.0,20.0,50.0,0.632,-8.889999999999999e-11,-9.620146072963643e-11
950.0,135.0,335.0,70.0,110.0,0.642,1.33e-10,8.739208367534319e-11
950.0,195.0,315.0,420.0,70.0,0.634,5.55e-11,1.0250573487212822e-10
950.0,155.0,315.0,170.0,150.0,0.632,6.69e-10,7.327107156811922e-10
950.0,195.0,215.0,20.0,130.0,0.632,-4e-12,1.196438659793177e-11
950.0,175.0,275.0,420.0,150.0,0.632,-6.44e-11,-3.327646565117038e-11
950.0,155.0,295.0,120.0,50.0,0.638,-1.51e-10,-1.2246980695529468e-10
950.0,115.0,295.0,120.0,110.0,0.64,3.77e-10,3.7125383409687925e-10
950.0,195.0,295.0,420.0,110.0,0.636,3.14e-12,-2.962260095088061e-11
950.0,195.0,295.0,420.0,90.0,0.638,3.39e-11,1.0579549558193504e-11
950.0,175.0,215.0,70.0,130.0,0.636,4.31e-12,1.655471197569772e-11
950.0,195.0,275.0,420.0,70.0,0.638,8.6e-11,9.714633365273161e-11
950.0,155.0,275.0,20.0,130.0,0.642,1.05e-11,3.513468581599787e-11
950.0,135.0,255.0,320.0,90.0,0.632,-3.52e-10,-3.4489163947848336e-10
950.0,175.0,235.0,20.0,110.0,0.638,-7.11e-12,6.031574440127959e-12
950.0,175.0,235.0,370.0,70.0,0.634,1.81e-11,1.8599239729402984e-11
950.0,155.0,255.0,70.0,130.0,0.64,5.3199999999999995e-11,3.637062597488219e-11
950.0,175.0,295.0,420.0,130.0,0.64,-6.69e-11,-7.163001914355152e-11
950.0,175.0,275.0,270.0,70.0,0.636,-6.53e-11,-8.876188742881054e-11
950.0,175.0,275.0,270.0,50.0,0.638,7.049999999999999e-12,1.4848026996032768e-11
950.0,195.0,235.0,320.0,130.0,0.64,-1.94e-10,-1.861638400235934e-10
950.0,175.0,315.0,370.0,70.0,0.638,1.9899999999999997e-11,5.566181120728755e-13
950.0,155.0,295.0,20.0,90.0,0.638,-2.69e-11,-1.2322637900089609e-11
950.0,135.0,335.0,220.0,110.0,0.638,4.02e-10,3.677191883506474e-10
950.0,135.0,215.0,320.0,110.0,0.634,-1.3e-10,-1.5194901643632178e-10
950.0,175.0,235.0,170.0,50.0,0.64,-7.900000000000001e-11,-5.65195131215196e-11
950.0,135.0,215.0,170.0,90.0,0.638,2.73e-10,2.807693185118068e-10
950.0,155.0,215.0,170.0,110.0,0.642,2.49e-10,2.619874654048036e-10
950.0,175.0,275.0,20.0,130.0,0.64,6.730000000000001e-12,2.2957147750240807e-11
950.0,195.0,275.0,420.0,150.0,0.642,-4.829999999999999e-11,-3.2381674373977376e-11
950.0,175.0,335.0,270.0,50.0,0.642,-3.44e-10,-2.0656666122201618e-10
950.0,135.0,215.0,270.0,90.0,0.64,1.66e-10,1.6667034344869332e-10
950.0,175.0,335.0,70.0,130.0,0.64,1.39e-10,1.0884830619973997e-10
950.0,195.0,235.0,120.0,90.0,0.642,1.33e-10,1.610870516730695e-10
950.0,195.0,275.0,20.0,90.0,0.64,-3.39e-12,-2.9457444635071165e-11
950.0,175.0,235.0,170.0,110.0,0.634,2.01e-10,2.1293528181198494e-10
950.0,115.0,335.0,370.0,110.0,0.64,-5.72e-10,-5.940615151662796e-10
950.0,175.0,335.0,20.0,130.0,0.642,1.66e-11,8.639649703964158e-12
950.0,195.0,235.0,120.0,70.0,0.632,-4.5599999999999996e-11,-1.9358057292807223e-11
950.0,155.0,255.0,220.0,50.0,0.634,-3.75e-11,-5.432086999776325e-11
950.0,135.0,275.0,370.0,50.0,0.636,8.810000000000001e-11,8.040429188356228e-11
950.0,175.0,295.0,320.0,70.0,0.642,-3.48e-10,-3.804133600722378e-10
950.0,155.0,275.0,370.0,110.0,0.642,-4.54e-10,-4.694056553138589e-10
950.0,175.0,295.0,120.0,130.0,0.638,2.74e-10,2.90071779856683e-10
950.0,195.0,275.0,220.0,50.0,0.632,4.68e-11,2.3664060569619527e-11
950.0,155.0,235.0,320.0,90.0,0.64,-2.27e-10,-2.1582227605556555e-10
950.0,115.0,295.0,270.0,70.0,0.634,9.85e-13,-2.538220712236824e-11
950.0,135.0,315.0,120.0,130.0,0.64,4.02e-10,3.7500293947053437e-10
950.0,155.0,335.0,220.0,110.0,0.64,1.76e-10,1.415731920559689e-10
950.0,195.0,275.0,420.0,70.0,0.632,7.73e-11,7.88875338257027e-11
950.0,135.0,315.0,420.0,130.0,0.634,-1.4799999999999998e-10,-1.3382753075871857e-10
950.0,135.0,235.0,20.0,150.0,0.632,-2.51e-12,-5.938429579991652e-12
950.0,175.0,315.0,120.0,70.0,0.636,7.39e-11,9.447755713000618e-11
950.0,175.0,215.0,120.0,50.0,0.632,-1.66e-10,-1.326215042613797e-10
950.0,175.0,235.0,170.0,70.0,0.636,-1.5999999999999996e-11,5.9273315510149385e-12
950.0,135.0,235.0,370.0,50.0,0.642,-2.99e-10,-2.855996804516486e-10
950.0,195.0,235.0,220.0,90.0,0.638,7.44e-11,6.336347537612514e-11
950.0,135.0,235.0,20.0,150.0,0.638,2.2500000000000003e-12,2.5125785902595623e-12
950.0,195.0,255.0,320.0,70.0,0.64,-4.75e-11,-4.5380148454928913e-11
950.0,175.0,295.0,120.0,150.0,0.636,2.79e-10,2.9283557188025485e-10
950.0,175.0,235.0,120.0,130.0,0.634,8.860000000000001e-11,1.0887678260811936e-10
950.0,115.0,315.0,120.0,130.0,0.64,4.23e-10,3.8584892972457854e-10
950.0,115.0,315.0,120.0,150.0,0.636,4.05e-10,3.743175793038676e-10
950.0,155.0,215.0,370.0,50.0,0.634,1.4899999999999998e-10,1.6557843592527143e-10
950.0,155.0,275.0,170.0,130.0,0.634,5.14e-10,5.435882983227945e-10
950.0,155.0,275.0,120.0,150.0,0.638,2.51e-10,2.4451375409976243e-10
950.0,155.0,215.0,70.0,70.0,0.642,-3.11e-11,-3.2886632371855726e-11
950.0,135.0,255.0,420.0,110.0,0.642,-3.54e-10,-3.456185663722134e-10
950.0,155.0,215.0,20.0,130.0,0.632,-6.05e-12,-8.235517787375185e-12
950.0,195.0,275.0,70.0,130.0,0.638,4.82e-11,2.967980490597824e-11
950.0,175.0,315.0,20.0,90.0,0.634,-3.98e-11,-7.307488312126713e-12
950.0,195.0,235.0,370.0,110.0,0.638,-1.0900000000000001e-10,-1.1410525215978337e-10
950.0,155.0,295.0,270.0,50.0,0.636,-1.9099999999999997e-11,-2.7134748174696767e-11
950.0,175.0,215.0,320.0,150.0,0.634,-1.63e-10,-1.3548892206436272e-10
950.0,175.0,295.0,20.0,110.0,0.642,1.37e-12,3.056341091727085e-11
950.0,155.0,275.0,70.0,130.0,0.636,5.49e-11,3.393814259816391e-11
950.0,115.0,295.0,320.0,50.0,0.636,-1.18e-10,-1.505147106735654e-10
950.0,135.0,315.0,370.0,150.0,0.634,-4.59e-10,-4.396238285714743e-10
950.0,175.0,315.0,220.0,130.0,0.642,1.47e-10,1.1746707215457397e-10
950.0,155.0,235.0,270.0,70.0,0.638,1.4400000000000002e-11,1.787237078575461e-11
950.0,195.0,215.0,170.0,90.0,0.64,5.89e-11,5.939851617313394e-11
950.0,115.0,315.0,70.0,130.0,0.638,1.28e-10,1.307726036143621e-10
950.0,155.0,215.0,70.0,150.0,0.632,-1.21e-12,-5.1305190868393385e-12
950.0,175.0,295.0,320.0,130.0,0.642,-4.78e-10,-5.063901841783517e-10
950.0,155.0,235.0,120.0,110.0,0.638,1.26e-10,1.498697169568393e-10
950.0,175.0,275.0,70.0,130.0,0.642,7.68e-11,5.802535699097845e-11
950.0,195.0,295.0,220.0,50.0,0.642,1.04e-10,6.296996355174732e-11
950.0,195.0,255.0,170.0,50.0,0.64,-4.89e-11,2.4341541725881523e-11
950.0,115.0,315.0,170.0,70.0,0.638,6.700000000000001e-10,6.484779638480845e-10
950.0,155.0,295.0,20.0,50.0,0.638,-1.1100000000000002e-10,-1.38886353136989e-10
950.0,135.0,295.0,320.0,90.0,0.642,-6.509999999999999e-10,-6.142711005161378e-10
950.0,115.0,295.0,370.0,90.0,0.632,-7.53e-10,-7.529454526466189e-10
950.0,135.0,255.0,420.0,70.0,0.632,-2.7499999999999996e-11,-2.914262784240883e-11
950.0,155.0,315.0,170.0,150.0,0.634,6.61e-10,7.070732938945806e-10
950.0,155.0,315.0,220.0,90.0,0.642,3.09e-10,2.825773847114329e-10
950.0,175.0,315.0,170.0,50.0,0.632,1.71e-10,1.6260131794574523e-10
950.0,195.0,215.0,170.0,70.0,0.634,-1.15e-11,7.91176368259528e-12
950.0,195.0,215.0,320.0,110.0,0.636,-6.81e-11,-4.798456453567734e-11
950.0,175.0,335.0,120.0,70.0,0.638,1.19e-10,1.5867421475362926e-10
950.0,135.0,295.0,70.0,50.0,0.638,-1.91e-10,-1.5081035076092567e-10
950.0,155.0,295.0,70.0,90.0,0.636,1.6400000000000003e-11,-7.567062065888144e-12
950.0,175.0,295.0,120.0,130.0,0.636,2.68e-10,2.83723731178454e-10
950.0,195.0,215.0,20.0,130.0,0.634,-3.38e-12,1.33696269542709e-11
950.0,155.0,315.0,270.0,70.0,0.632,-2.63e-10,-2.478104621660941e-10
950.0,155.0,295.0,220.0,130.0,0.638,4.41e-10,4.0837366769869934e-10
950.0,195.0,215.0,370.0,70.0,0.632,1.01e-11,2.244377926926979e-11
950.0,155.0,315.0,320.0,130.0,0.632,-6.18e-10,-6.358724117534106e-10
950.0,155.0,255.0,70.0,150.0,0.632,2.0700000000000003e-11,4.845721325382737e-13
950.0,135.0,235.0,20.0,130.0,0.642,-4.99e-13,2.6659129057406197e-12
950.0,195.0,215.0,420.0,50.0,0.636,6.31e-11,5.4339397168407954e-11
950.0,195.0,215.0,70.0,150.0,0.636,5.59e-12,2.458093876742654e-11
950.0,195.0,315.0,120.0,130.0,0.642,3e-10,3.3364024384423094e-10
950.0,195.0,335.0,20.0,90.0,0.636,-2.65e-11,-5.7332469887708275e-11
950.0,175.0,275.0,70.0,50.0,0.642,-3.86e-10,-2.766454193869156e-10
950.0,155.0,275.0,20.0,70.0,0.64,-6.97e-12,1.1641377192995334e-11
950.0,195.0,295.0,220.0,130.0,0.64,1.08e-10,8.138628044454578e-11
950.0,175.0,315.0,270.0,110.0,0.64,-4.36e-10,-4.0733324852580205e-10
950.0,155.0,315.0,320.0,110.0,0.636,-5.92e-10,-6.138155408879033e-10
950.0,195.0,235.0,220.0,70.0,0.638,1.6300000000000004e-11,-1.7207262110406893e-11
950.0,135.0,255.0,420.0,50.0,0.642,-1.01e-10,-1.6325046045865644e-10
950.0,135.0,235.0,20.0,50.0,0.642,-2.7099999999999996e-11,-8.183141365114028e-12
950.0,195.0,235.0,370.0,150.0,0.636,-1.38e-10,-1.5298205670838263e-10
950.0,175.0,255.0,120.0,50.0,0.642,5.0600000000000005e-11,8.0842516423058e-11
950.0,195.0,255.0,320.0,130.0,0.64,-2.72e-10,-2.792009345645017e-10
950.0,155.0,215.0,320.0,130.0,0.638,-1.77e-10,-1.6704585493417237e-10
950.0,195.0,275.0,20.0,150.0,0.638,3.67e-12,3.3429272598339583e-12
950.0,195.0,315.0,120.0,150.0,0.638,2.92e-10,3.2395861201167233e-10
950.0,135.0,275.0,220.0,130.0,0.636,6.44e-10,6.231972311969289e-10
950.0,155.0,275.0,120.0,70.0,0.64,1.19e-10,1.515749594090735e-10
950.0,115.0,315.0,20.0,70.0,0.638,-1.89e-11,-1.9891925544465713e-11
950.0,195.0,235.0,220.0,130.0,0.642,1.72e-10,1.520417684871492e-10
950.0,135.0,275.0,120.0,70.0,0.632,2.1799999999999992e-11,1.8310348299920523e-11
950.0,155.0,335.0,70.0,150.0,0.632,1.3e-10,9.48675147102591e-11
950.0,135.0,255.0,220.0,150.0,0.634,6.13e-10,5.904857504831513e-10
950.0,155.0,235.0,170.0,90.0,0.642,3.96e-10,3.8162856448662785e-10
950.0,135.0,215.0,320.0,110.0,0.64,-1.42e-10,-1.4520423052807438e-10
950.0,195.0,275.0,320.0,50.0,0.64,5.470000000000001e-11,3.143963172639997e-11
950.0,195.0,335.0,220.0,110.0,0.64,-1.04e-10,-7.318707015715223e-11
950.0,135.0,255.0,420.0,130.0,0.642,-3.36e-10,-3.4464480239395994e-10
950.0,175.0,235.0,270.0,50.0,0.64,5.1e-12,2.785461301384926e-11
950.0,155.0,335.0,20.0,70.0,0.642,-3.83e-11,-1.0842270396544898e-10
950.0,195.0,335.0,220.0,50.0,0.64,1.4700000000000005e-11,-1.4918800187909622e-11
950.0,155.0,255.0,170.0,70.0,0.634,6.18e-11,6.132997325493285e-11
950.0,135.0,275.0,370.0,90.0,0.632,-5.13e-10,-5.142033389222686e-10
950.0,155.0,315.0,220.0,110.0,0.632,3.51e-10,3.0835104948881396e-10
950.0,155.0,315.0,370.0,110.0,0.642,-3.17e-10,-3.108288715519474e-10
950.0,135.0,235.0,120.0,70.0,0.64,1.53e-10,1.330672550705566e-10
950.0,155.0,255.0,320.0,130.0,0.636,-4.59e-10,-4.3281685683002876e-10
950.0,155.0,295.0,170.0,130.0,0.642,6.01e-10,6.178667623481715e-10
950.0,175.0,295.0,220.0,130.0,0.632,2.81e-10,2.5169024197829743e-10
950.0,135.0,275.0,120.0,150.0,0.632,2.25e-10,2.2131271915620694e-10
950.0,175.0,275.0,170.0,150.0,0.638,4.38e-10,4.701804331541418e-10
950.0,175.0,295.0,320.0,50.0,0.636,-2.37e-12,-7.186581828842406e-12
950.0,115.0,335.0,20.0,110.0,0.642,-7.28e-13,2.082254239304739e-11
950.0,135.0,335.0,420.0,110.0,0.64,-1.21e-10,-1.2525681600064232e-10
950.0,155.0,275.0,70.0,150.0,0.632,4.22e-11,1.3235216301972303e-11
950.0,175.0,335.0,270.0,50.0,0.634,-1.71e-10,-1.7055349426397278e-10
950.0,175.0,295.0,170.0,70.0,0.64,1.5600000000000003e-10,1.3365041030043636e-10
950.0,175.0,295.0,270.0,70.0,0.642,-2.79e-10,-2.732165262791599e-10
950.0,135.0,335.0,420.0,150.0,0.636,-1.0900000000000001e-10,-1.3460311175033297e-10
950.0,195.0,335.0,370.0,150.0,0.636,-6.76e-11,-1.0681201312524265e-11
950.0,115.0,335.0,320.0,70.0,0.642,-5.74e-10,-5.552649998646834e-10
950.0,115.0,315.0,20.0,130.0,0.632,6.660000000000001e-12,2.4394512173269697e-11
950.0,175.0,255.0,120.0,90.0,0.638,7.53e-11,7.545949561435904e-11
950.0,195.0,215.0,170.0,150.0,0.636,8.49e-11,1.0874540014585267e-10
950.0,195.0,235.0,270.0,150.0,0.638,-4.97e-11,-3.512138943067164e-11
950.0,115.0,315.0,20.0,50.0,0.634,-1.34e-10,-1.3200794011447977e-10
950.0,155.0,215.0,370.0,130.0,0.634,-2.97e-10,-2.7634610675102643e-10
950.0,195.0,295.0,420.0,70.0,0.634,7.96e-11,5.698164581126187e-11
950.0,155.0,215.0,70.0,70.0,0.634,-1.63e-10,-1.4828700458103295e-10
950.0,135.0,335.0,170.0,130.0,0.642,7.49e-10,7.898140899444152e-10
950.0,135.0,295.0,220.0,90.0,0.632,5.46e-10,5.308245486023922e-10
950.0,135.0,315.0,270.0,70.0,0.634,-2.23e-10,-2.3168593826562088e-10
950.0,195.0,295.0,220.0,110.0,0.642,1.13e-10,6.603243047875013e-11
950.0,175.0,255.0,20.0,130.0,0.632,-9.96e-12,-1.1434193411663702e-11
950.0,195.0,275.0,170.0,150.0,0.64,3.4099999999999996e-10,3.6081520053409886e-10
950.0,175.0,315.0,170.0,70.0,0.642,3.4700000000000004e-10,4.113543911363911e-10
950.0,115.0,335.0,420.0,50.0,0.638,3.03e-11,-3.8165179716878984e-11
950.0,155.0,315.0,270.0,70.0,0.636,-2.1500000000000003e-10,-2.354437173151135e-10
950.0,115.0,335.0,220.0,130.0,0.632,6.840000000000001e-10,6.465575615436526e-10
950.0,175.0,315.0,170.0,130.0,0.632,5.45e-10,5.64580545547996e-10
950.0,135.0,235.0,120.0,70.0,0.636,-2.1e-11,-1.6821882645531208e-11
950.0,155.0,235.0,120.0,150.0,0.638,1.33e-10,1.5007128600069226e-10
950.0,195.0,235.0,220.0,110.0,0.64,1.4799999999999998e-10,1.3572509375859791e-10
950.0,175.0,235.0,320.0,110.0,0.632,-2.23e-10,-1.8809571054719046e-10
950.0,175.0,335.0,70.0,50.0,0.636,-1.03e-10,-1.4121990602690944e-10
950.0,155.0,275.0,170.0,110.0,0.638,4.95e-10,5.200461059836196e-10
